locus_tag	ftype	length_bp	gene	EC_number	COG	product
HNCCNNJP_00054	CDS	363				hypothetical protein
HNCCNNJP_00055	CDS	762	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
HNCCNNJP_00056	CDS	1182	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
HNCCNNJP_00057	CDS	1008	gap	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase
HNCCNNJP_00058	CDS	1971				hypothetical protein
HNCCNNJP_00059	CDS	780	corC		COG4535	Magnesium and cobalt efflux protein CorC
HNCCNNJP_00060	CDS	468	ybeY	3.1.-.-		Endoribonuclease YbeY
HNCCNNJP_00061	CDS	354				hypothetical protein
HNCCNNJP_00062	CDS	717				hypothetical protein
HNCCNNJP_00063	CDS	1008				hypothetical protein
HNCCNNJP_00064	CDS	939	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
HNCCNNJP_00065	CDS	498	def1	3.5.1.88	COG0242	Peptide deformylase 1
HNCCNNJP_00066	CDS	690				hypothetical protein
HNCCNNJP_00067	CDS	1779				hypothetical protein
HNCCNNJP_00068	CDS	882	yigL_1	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
HNCCNNJP_00069	CDS	1239		3.4.11.-		Aminopeptidase 2
HNCCNNJP_00070	CDS	462				hypothetical protein
HNCCNNJP_00071	CDS	1473				hypothetical protein
HNCCNNJP_00072	CDS	2322	rsxC			Electron transport complex subunit RsxC
HNCCNNJP_00073	CDS	561				hypothetical protein
HNCCNNJP_00074	CDS	1047	prfB		COG1186	Peptide chain release factor RF2
HNCCNNJP_00075	CDS	1410				hypothetical protein
HNCCNNJP_00076	CDS	846	ftsY		COG0552	Signal recognition particle receptor FtsY
HNCCNNJP_00077	CDS	1029				hypothetical protein
HNCCNNJP_00078	CDS	522				hypothetical protein
HNCCNNJP_00079	CDS	663				hypothetical protein
HNCCNNJP_00080	CDS	681	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
HNCCNNJP_00081	CDS	1251				hypothetical protein
HNCCNNJP_00082	CDS	1299				hypothetical protein
HNCCNNJP_00083	CDS	351				hypothetical protein
HNCCNNJP_00084	CDS	1269	csd	2.8.1.7		putative cysteine desulfurase
HNCCNNJP_00085	CDS	426				hypothetical protein
HNCCNNJP_00086	CDS	1536	comM		COG0606	Competence protein ComM
HNCCNNJP_00087	CDS	951	ldhP	1.1.1.27		L-lactate dehydrogenase P
HNCCNNJP_00088	CDS	1680	lepA_1	3.6.5.-		Elongation factor 4
HNCCNNJP_00089	CDS	975				hypothetical protein
HNCCNNJP_00090	CDS	435				hypothetical protein
HNCCNNJP_00091	CDS	1827				hypothetical protein
HNCCNNJP_00092	CDS	609	atpD			V-type ATP synthase subunit D
HNCCNNJP_00093	CDS	1305	ntpB			V-type sodium ATPase subunit B
HNCCNNJP_00094	CDS	1728	ntpA	3.6.3.15		V-type sodium ATPase catalytic subunit A
HNCCNNJP_00095	CDS	546				hypothetical protein
HNCCNNJP_00096	CDS	600	atpE			V-type proton ATPase subunit E
HNCCNNJP_00097	CDS	387				hypothetical protein
HNCCNNJP_00098	CDS	2343	mutS2	3.1.-.-		Endonuclease MutS2
HNCCNNJP_00099	CDS	924	rsgA	3.6.1.-		Putative ribosome biogenesis GTPase RsgA
HNCCNNJP_00100	CDS	786	murI	5.1.1.3		Glutamate racemase
HNCCNNJP_00101	CDS	1389	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
HNCCNNJP_00102	CDS	522				hypothetical protein
HNCCNNJP_00103	CDS	594				hypothetical protein
HNCCNNJP_00104	CDS	1425	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
HNCCNNJP_00105	CDS	756	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
HNCCNNJP_00106	CDS	1668				hypothetical protein
HNCCNNJP_00107	CDS	429				hypothetical protein
HNCCNNJP_00108	CDS	1011	surA	5.2.1.8		Chaperone SurA
HNCCNNJP_00109	CDS	1197		2.3.1.9		putative acetyl-CoA acyltransferase
HNCCNNJP_00110	CDS	1365				hypothetical protein
HNCCNNJP_00111	CDS	1368	dnaB_1	3.6.4.12	COG0305	Replicative DNA helicase
HNCCNNJP_00112	CDS	522	rplI		COG0359	50S ribosomal protein L9
HNCCNNJP_00113	CDS	291	rpsR			30S ribosomal protein S18
HNCCNNJP_00114	CDS	450	ssb		COG0629	Single-stranded DNA-binding protein
HNCCNNJP_00115	CDS	420	rpsF			30S ribosomal protein S6
HNCCNNJP_00116	CDS	1695	ptsG_1	2.7.1.199		PTS system glucose-specific EIICBA component
HNCCNNJP_00117	CDS	702				hypothetical protein
HNCCNNJP_00118	CDS	1302		3.4.24.-	COG0750	Putative zinc metalloprotease
HNCCNNJP_00119	CDS	852				hypothetical protein
HNCCNNJP_00120	CDS	693	uppS	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
HNCCNNJP_00121	CDS	555	frr		COG0233	Ribosome-recycling factor
HNCCNNJP_00122	CDS	840	tsf		COG0264	Elongation factor Ts
HNCCNNJP_00123	CDS	783	rpsB		COG0052	30S ribosomal protein S2
HNCCNNJP_00124	CDS	279				hypothetical protein
HNCCNNJP_00125	CDS	723				hypothetical protein
HNCCNNJP_00126	CDS	612				hypothetical protein
HNCCNNJP_00127	CDS	1656	rpsA		COG0539	30S ribosomal protein S1
HNCCNNJP_00128	CDS	666	cmk_1	2.7.4.25	COG0283	Cytidylate kinase
HNCCNNJP_00129	CDS	750	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
HNCCNNJP_00130	CDS	768				hypothetical protein
HNCCNNJP_00131	CDS	1098	recA		COG0468	Protein RecA
HNCCNNJP_00132	CDS	2706	greA			Transcription elongation factor GreA
HNCCNNJP_00133	CDS	945				hypothetical protein
HNCCNNJP_00134	CDS	1128				hypothetical protein
HNCCNNJP_00135	CDS	1371	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
HNCCNNJP_00136	CDS	1890	spoVD		COG0768	Stage V sporulation protein D
HNCCNNJP_00137	CDS	1893		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
HNCCNNJP_00138	CDS	390				hypothetical protein
HNCCNNJP_00139	CDS	3111	swrC		COG0841	Swarming motility protein SwrC
HNCCNNJP_00140	CDS	954				hypothetical protein
HNCCNNJP_00141	CDS	1323				hypothetical protein
HNCCNNJP_00142	CDS	189				hypothetical protein
HNCCNNJP_00143	CDS	873				hypothetical protein
HNCCNNJP_00144	CDS	900	opuAB		COG4176	Glycine betaine transport system permease protein OpuAB
HNCCNNJP_00145	CDS	1119	btuD_1	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
HNCCNNJP_00146	CDS	1011	fla		COG1344	Flagellar filament 41 kDa core protein
HNCCNNJP_00147	CDS	1998				hypothetical protein
HNCCNNJP_00148	CDS	1206	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
HNCCNNJP_00149	CDS	807	nagB_1	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
HNCCNNJP_00150	CDS	612	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
HNCCNNJP_00151	CDS	2700	secA		COG0653	Protein translocase subunit SecA
HNCCNNJP_00152	CDS	1137				hypothetical protein
HNCCNNJP_00153	CDS	435				hypothetical protein
HNCCNNJP_00154	CDS	417				hypothetical protein
HNCCNNJP_00155	CDS	717				hypothetical protein
HNCCNNJP_00156	CDS	675				hypothetical protein
HNCCNNJP_00157	CDS	1119	alr1	5.1.1.1	COG0787	Alanine racemase 1
HNCCNNJP_00158	CDS	1602				hypothetical protein
HNCCNNJP_00159	CDS	168				hypothetical protein
HNCCNNJP_00160	CDS	1749				hypothetical protein
HNCCNNJP_00161	CDS	987	yrbG		COG0530	Inner membrane protein YrbG
HNCCNNJP_00162	CDS	1845				hypothetical protein
HNCCNNJP_00163	CDS	1521	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
HNCCNNJP_00164	CDS	1170				hypothetical protein
HNCCNNJP_00165	CDS	378	dksA			RNA polymerase-binding transcription factor DksA
HNCCNNJP_00166	CDS	234	infA		COG0361	Translation initiation factor IF-1
HNCCNNJP_00167	CDS	2049				hypothetical protein
HNCCNNJP_00168	CDS	588				hypothetical protein
HNCCNNJP_00169	CDS	987				hypothetical protein
HNCCNNJP_00170	CDS	1002				hypothetical protein
HNCCNNJP_00171	CDS	906				hypothetical protein
HNCCNNJP_00172	CDS	876				hypothetical protein
HNCCNNJP_00173	CDS	993				hypothetical protein
HNCCNNJP_00174	CDS	627	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
HNCCNNJP_00175	CDS	1866	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
HNCCNNJP_00176	CDS	1395	mnmE	3.6.5.-	COG0486	tRNA modification GTPase MnmE
HNCCNNJP_00177	CDS	495				hypothetical protein
HNCCNNJP_00178	CDS	1884	flgK		COG1256	Flagellar hook-associated protein 1
HNCCNNJP_00179	CDS	1275				hypothetical protein
HNCCNNJP_00180	CDS	393	fliW		COG1699	Flagellar assembly factor FliW
HNCCNNJP_00181	CDS	246	csrA		COG1551	Translational regulator CsrA
HNCCNNJP_00182	CDS	654				hypothetical protein
HNCCNNJP_00183	CDS	414	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
HNCCNNJP_00184	CDS	261				hypothetical protein
HNCCNNJP_00185	CDS	348	rplT		COG0292	50S ribosomal protein L20
HNCCNNJP_00186	CDS	201	rpmI		COG0291	50S ribosomal protein L35
HNCCNNJP_00187	CDS	561	infC		COG0290	Translation initiation factor IF-3
HNCCNNJP_00188	CDS	654				hypothetical protein
HNCCNNJP_00189	CDS	741				hypothetical protein
HNCCNNJP_00190	CDS	810	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
HNCCNNJP_00191	CDS	1140	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
HNCCNNJP_00192	CDS	1074	prfA		COG0216	Peptide chain release factor RF1
HNCCNNJP_00193	CDS	861	prmC	2.1.1.297		Release factor glutamine methyltransferase
HNCCNNJP_00194	CDS	2004				hypothetical protein
HNCCNNJP_00195	CDS	2265				hypothetical protein
HNCCNNJP_00196	CDS	1086	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
HNCCNNJP_00197	CDS	1527	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
HNCCNNJP_00198	tRNA	76				tRNA-Cys(gca)
HNCCNNJP_00199	CDS	1239				hypothetical protein
HNCCNNJP_00200	CDS	936	hflK		COG0330	Modulator of FtsH protease HflK
HNCCNNJP_00201	CDS	972	hflC		COG0330	Modulator of FtsH protease HflC
HNCCNNJP_00202	tRNA	75				tRNA-Phe(gaa)
HNCCNNJP_00203	tRNA	75				tRNA-Phe(gaa)
HNCCNNJP_00204	CDS	1578				hypothetical protein
HNCCNNJP_00205	CDS	537				hypothetical protein
HNCCNNJP_00206	CDS	837	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
HNCCNNJP_00207	CDS	1746				hypothetical protein
HNCCNNJP_00208	CDS	768				hypothetical protein
HNCCNNJP_00209	CDS	3360	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
HNCCNNJP_00210	CDS	1833	mutL			DNA mismatch repair protein MutL
HNCCNNJP_00211	CDS	1032				hypothetical protein
HNCCNNJP_00212	tRNA	74				tRNA-Met(cat)
HNCCNNJP_00213	CDS	654				hypothetical protein
HNCCNNJP_00214	CDS	579	efp		COG0231	Elongation factor P
HNCCNNJP_00215	CDS	840	pstS		COG0226	Phosphate-binding protein PstS
HNCCNNJP_00216	CDS	909	pstC		COG0573	Phosphate transport system permease protein PstC
HNCCNNJP_00217	CDS	1545				hypothetical protein
HNCCNNJP_00218	CDS	783	pstB3	3.6.3.27	COG1117	Phosphate import ATP-binding protein PstB 3
HNCCNNJP_00219	CDS	822	zupT		COG0428	Zinc transporter ZupT
HNCCNNJP_00220	CDS	1785				hypothetical protein
HNCCNNJP_00221	CDS	1218	fliG_1		COG1536	Flagellar motor switch protein FliG
HNCCNNJP_00222	CDS	708	nagB_2	3.5.99.6		Glucosamine-6-phosphate deaminase
HNCCNNJP_00223	CDS	354				hypothetical protein
HNCCNNJP_00224	CDS	285				hypothetical protein
HNCCNNJP_00225	CDS	1008	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
HNCCNNJP_00226	CDS	1278	serS	6.1.1.11	COG0172	Serine--tRNA ligase
HNCCNNJP_00227	CDS	702				hypothetical protein
HNCCNNJP_00228	CDS	2916				hypothetical protein
HNCCNNJP_00229	CDS	246	rpmE2		COG0254	50S ribosomal protein L31 type B
HNCCNNJP_00230	CDS	1548	rho	3.6.4.-	COG1158	Transcription termination factor Rho
HNCCNNJP_00231	CDS	408				hypothetical protein
HNCCNNJP_00232	CDS	327	hup		COG0776	DNA-binding protein HU
HNCCNNJP_00233	CDS	258	rpsT		COG0268	30S ribosomal protein S20
HNCCNNJP_00234	CDS	828				hypothetical protein
HNCCNNJP_00235	CDS	1107	ychF		COG0012	Ribosome-binding ATPase YchF
HNCCNNJP_00236	CDS	2007				hypothetical protein
HNCCNNJP_00237	CDS	1566	lnt	2.3.1.-		Apolipoprotein N-acyltransferase
HNCCNNJP_00238	CDS	771				hypothetical protein
HNCCNNJP_00239	CDS	603		2.7.1.113	COG1428	Deoxyguanosine kinase
HNCCNNJP_00240	CDS	765	glpF		COG0580	Glycerol uptake facilitator protein
HNCCNNJP_00241	CDS	1506	glpK	2.7.1.30		Glycerol kinase
HNCCNNJP_00242	CDS	1563	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
HNCCNNJP_00243	CDS	495				hypothetical protein
HNCCNNJP_00244	CDS	555				hypothetical protein
HNCCNNJP_00245	CDS	1026				hypothetical protein
HNCCNNJP_00246	CDS	606		3.6.1.66		dITP/XTP pyrophosphatase
HNCCNNJP_00247	CDS	1773	pepF1	3.4.24.-		Oligoendopeptidase F, plasmid
HNCCNNJP_00248	CDS	705	pcs	2.7.8.24	COG1183	Phosphatidylcholine synthase
HNCCNNJP_00249	CDS	615			COG0586	Inner membrane protein
HNCCNNJP_00250	tRNA	87				tRNA-Leu(gag)
HNCCNNJP_00251	CDS	2523	leuS	6.1.1.4		Leucine--tRNA ligase
HNCCNNJP_00252	CDS	2304				hypothetical protein
HNCCNNJP_00253	CDS	2421	lon1	3.4.21.53	COG0466	Lon protease 1
HNCCNNJP_00254	CDS	2127				hypothetical protein
HNCCNNJP_00255	CDS	945				hypothetical protein
HNCCNNJP_00256	CDS	210	rpsU			30S ribosomal protein S21
HNCCNNJP_00257	CDS	2364				hypothetical protein
HNCCNNJP_00258	CDS	801	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
HNCCNNJP_00259	CDS	2193	mltC			Membrane-bound lytic murein transglycosylase C
HNCCNNJP_00260	CDS	1014				hypothetical protein
HNCCNNJP_00261	CDS	1383	lapB			Lipopolysaccharide assembly protein B
HNCCNNJP_00262	CDS	1254				hypothetical protein
HNCCNNJP_00263	CDS	507				hypothetical protein
HNCCNNJP_00264	CDS	1470	dnaK_1		COG0443	Chaperone protein DnaK
HNCCNNJP_00265	CDS	522				hypothetical protein
HNCCNNJP_00266	CDS	303				hypothetical protein
HNCCNNJP_00267	CDS	1905				hypothetical protein
HNCCNNJP_00268	CDS	480				hypothetical protein
HNCCNNJP_00269	CDS	888	ylxH		COG0455	Flagellum site-determining protein YlxH
HNCCNNJP_00270	CDS	1167	flhF		COG1419	Flagellar biosynthesis protein FlhF
HNCCNNJP_00271	CDS	2091	flhA		COG1298	Flagellar biosynthesis protein FlhA
HNCCNNJP_00272	CDS	1119	flhB		COG1377	Flagellar biosynthetic protein FlhB
HNCCNNJP_00273	CDS	789				hypothetical protein
HNCCNNJP_00274	CDS	264				hypothetical protein
HNCCNNJP_00275	CDS	765	fliP		COG1338	Flagellar biosynthetic protein FliP
HNCCNNJP_00276	CDS	627				hypothetical protein
HNCCNNJP_00277	CDS	342				hypothetical protein
HNCCNNJP_00278	CDS	1059	fliM		COG1868	Flagellar motor switch protein FliM
HNCCNNJP_00279	CDS	537				hypothetical protein
HNCCNNJP_00280	CDS	783	motB		COG1360	Motility protein B
HNCCNNJP_00281	CDS	783	pomA		COG1291	Chemotaxis protein PomA
HNCCNNJP_00282	CDS	225				hypothetical protein
HNCCNNJP_00283	CDS	1329	flgE		COG1749	Flagellar hook protein FlgE
HNCCNNJP_00284	CDS	444				hypothetical protein
HNCCNNJP_00285	CDS	1179				hypothetical protein
HNCCNNJP_00286	CDS	618				hypothetical protein
HNCCNNJP_00287	CDS	432				hypothetical protein
HNCCNNJP_00288	CDS	1311	fliI	3.6.3.14	COG1157	Flagellum-specific ATP synthase
HNCCNNJP_00289	CDS	921				hypothetical protein
HNCCNNJP_00290	CDS	1035	fliG_2		COG1536	Flagellar motor switch protein FliG
HNCCNNJP_00291	CDS	1710				hypothetical protein
HNCCNNJP_00292	CDS	333	fliE			Flagellar hook-basal body complex protein FliE
HNCCNNJP_00293	CDS	459	flgC		COG1558	Flagellar basal-body rod protein FlgC
HNCCNNJP_00294	CDS	408	flgB		COG1815	Flagellar basal body rod protein FlgB
HNCCNNJP_00295	CDS	1347	clpY		COG1220	ATP-dependent protease ATPase subunit ClpY
HNCCNNJP_00296	CDS	549	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
HNCCNNJP_00297	CDS	948				hypothetical protein
HNCCNNJP_00298	CDS	693				hypothetical protein
HNCCNNJP_00299	CDS	1200	ftsZ		COG0206	Cell division protein FtsZ
HNCCNNJP_00300	CDS	1242	ftsA		COG0849	Cell division protein FtsA
HNCCNNJP_00301	CDS	744	divIB			Cell division protein DivIB
HNCCNNJP_00302	CDS	1095	ftsW_1	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
HNCCNNJP_00303	CDS	1056	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
HNCCNNJP_00304	CDS	1395	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
HNCCNNJP_00305	CDS	282				hypothetical protein
HNCCNNJP_00306	CDS	891	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
HNCCNNJP_00307	CDS	837				hypothetical protein
HNCCNNJP_00308	CDS	1077				hypothetical protein
HNCCNNJP_00309	CDS	759				hypothetical protein
HNCCNNJP_00310	CDS	840	nadK	2.7.1.23		NAD kinase
HNCCNNJP_00311	CDS	531	cheW_1		COG0835	Chemotaxis protein CheW
HNCCNNJP_00312	CDS	579	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
HNCCNNJP_00313	CDS	1044	sdsA	2.5.1.84		All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)
HNCCNNJP_00314	CDS	687				hypothetical protein
HNCCNNJP_00315	CDS	807				hypothetical protein
HNCCNNJP_00316	CDS	933				hypothetical protein
HNCCNNJP_00317	CDS	1461	mglA_1	3.6.3.17	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
HNCCNNJP_00318	CDS	1053			COG1744	Membrane lipoprotein TpN38(b)
HNCCNNJP_00319	CDS	1029				hypothetical protein
HNCCNNJP_00320	CDS	1134				hypothetical protein
HNCCNNJP_00321	CDS	360				hypothetical protein
HNCCNNJP_00322	CDS	1110				hypothetical protein
HNCCNNJP_00323	CDS	2796				hypothetical protein
HNCCNNJP_00324	CDS	897				hypothetical protein
HNCCNNJP_00325	CDS	1572	oppA_1		COG4166	Periplasmic oligopeptide-binding protein
HNCCNNJP_00326	CDS	1587	oppA_2		COG4166	Periplasmic oligopeptide-binding protein
HNCCNNJP_00327	CDS	1626	oppA_3		COG4166	Periplasmic oligopeptide-binding protein
HNCCNNJP_00328	CDS	921	oppB		COG0601	Oligopeptide transport system permease protein OppB
HNCCNNJP_00329	CDS	1050				hypothetical protein
HNCCNNJP_00330	CDS	873	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
HNCCNNJP_00331	CDS	972	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
HNCCNNJP_00332	CDS	732				hypothetical protein
HNCCNNJP_00333	CDS	1302	eno	4.2.1.11		Enolase
HNCCNNJP_00334	CDS	411	rpsI		COG0103	30S ribosomal protein S9
HNCCNNJP_00335	CDS	441	rplM		COG0102	50S ribosomal protein L13
HNCCNNJP_00336	CDS	810				hypothetical protein
HNCCNNJP_00337	CDS	1458	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
HNCCNNJP_00338	CDS	1449	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
HNCCNNJP_00339	CDS	276				hypothetical protein
HNCCNNJP_00340	CDS	2100	pcrA_1	3.6.4.12		ATP-dependent DNA helicase PcrA
HNCCNNJP_00341	CDS	1197				hypothetical protein
HNCCNNJP_00342	CDS	651				hypothetical protein
HNCCNNJP_00343	CDS	1419				hypothetical protein
HNCCNNJP_00344	CDS	1434	pyk	2.7.1.40		Pyruvate kinase
HNCCNNJP_00345	CDS	741				hypothetical protein
HNCCNNJP_00346	CDS	279	rpmB		COG0227	50S ribosomal protein L28
HNCCNNJP_00347	CDS	1566				hypothetical protein
HNCCNNJP_00348	CDS	1122				hypothetical protein
HNCCNNJP_00349	CDS	1800				hypothetical protein
HNCCNNJP_00350	CDS	951				hypothetical protein
HNCCNNJP_00351	CDS	489	carD		COG1329	RNA polymerase-binding transcription factor CarD
HNCCNNJP_00352	CDS	495				hypothetical protein
HNCCNNJP_00353	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
HNCCNNJP_00354	CDS	1428	ctpB	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpB
HNCCNNJP_00355	CDS	426				hypothetical protein
HNCCNNJP_00356	CDS	1143				Iron-sulfur cluster carrier protein
HNCCNNJP_00357	CDS	987	lgt	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
HNCCNNJP_00358	CDS	2013	pdeA	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeA
HNCCNNJP_00359	CDS	381	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
HNCCNNJP_00360	CDS	585				hypothetical protein
HNCCNNJP_00361	CDS	1377	apeA	3.4.11.-	COG1362	putative M18 family aminopeptidase 1
HNCCNNJP_00362	CDS	279				hypothetical protein
HNCCNNJP_00363	CDS	1059	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
HNCCNNJP_00364	CDS	2292				hypothetical protein
HNCCNNJP_00365	CDS	1218	tyrS	6.1.1.1		Tyrosine--tRNA ligase
HNCCNNJP_00366	CDS	1338	glyQS	6.1.1.14		Glycine--tRNA ligase
HNCCNNJP_00367	CDS	1473	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
HNCCNNJP_00368	CDS	768				hypothetical protein
HNCCNNJP_00369	CDS	1140	PdeB	3.1.4.-	COG2206	Cyclic di-GMP phosphodiesterase PdeB
HNCCNNJP_00370	CDS	714	mtnN_1	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
HNCCNNJP_00371	CDS	1179	metK	2.5.1.6		S-adenosylmethionine synthase
HNCCNNJP_00372	CDS	474	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
HNCCNNJP_00373	CDS	663				hypothetical protein
HNCCNNJP_00374	CDS	420	hit		COG0537	Protein hit
