locus_tag	ftype	length_bp	gene	EC_number	COG	product
FFBLHJNO_00076	CDS	1062				hypothetical protein
FFBLHJNO_00077	CDS	1248				hypothetical protein
FFBLHJNO_00078	CDS	681	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
FFBLHJNO_00079	CDS	1248				hypothetical protein
FFBLHJNO_00080	CDS	1284				hypothetical protein
FFBLHJNO_00081	CDS	318				hypothetical protein
FFBLHJNO_00082	CDS	1269	sufS	2.8.1.7	COG0520	Cysteine desulfurase SufS
FFBLHJNO_00083	CDS	405				hypothetical protein
FFBLHJNO_00084	CDS	1530	comM		COG0606	Competence protein ComM
FFBLHJNO_00085	CDS	951	ldhP	1.1.1.27		L-lactate dehydrogenase P
FFBLHJNO_00086	CDS	1806	lepA_1	3.6.5.-		Elongation factor 4
FFBLHJNO_00087	CDS	492				hypothetical protein
FFBLHJNO_00088	CDS	549				hypothetical protein
FFBLHJNO_00089	CDS	435				hypothetical protein
FFBLHJNO_00090	CDS	1821				hypothetical protein
FFBLHJNO_00091	CDS	597	atpD			V-type ATP synthase subunit D
FFBLHJNO_00092	CDS	1323	ntpB			V-type sodium ATPase subunit B
FFBLHJNO_00093	CDS	1740	ntpA	3.6.3.15		V-type sodium ATPase catalytic subunit A
FFBLHJNO_00094	CDS	546				hypothetical protein
FFBLHJNO_00095	CDS	597	atpE			V-type proton ATPase subunit E
FFBLHJNO_00096	CDS	396				hypothetical protein
FFBLHJNO_00097	CDS	2361	mutS2	3.1.-.-	COG1193	Endonuclease MutS2
FFBLHJNO_00098	CDS	942	rsgA	3.6.1.-		Putative ribosome biogenesis GTPase RsgA
FFBLHJNO_00099	CDS	765	murI	5.1.1.3		Glutamate racemase
FFBLHJNO_00100	CDS	1386	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
FFBLHJNO_00101	CDS	579				hypothetical protein
FFBLHJNO_00102	CDS	591				hypothetical protein
FFBLHJNO_00103	CDS	1443				hypothetical protein
FFBLHJNO_00104	CDS	753	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
FFBLHJNO_00105	CDS	1653				hypothetical protein
FFBLHJNO_00106	CDS	435				hypothetical protein
FFBLHJNO_00107	CDS	1035	surA	5.2.1.8		Chaperone SurA
FFBLHJNO_00108	CDS	1194		2.3.1.9		putative acetyl-CoA acyltransferase
FFBLHJNO_00109	CDS	1356				hypothetical protein
FFBLHJNO_00110	CDS	1386	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
FFBLHJNO_00111	CDS	495	rplI		COG0359	50S ribosomal protein L9
FFBLHJNO_00112	CDS	294	rpsR			30S ribosomal protein S18
FFBLHJNO_00113	CDS	438				Single-stranded DNA-binding protein
FFBLHJNO_00114	CDS	402	rpsF			30S ribosomal protein S6
FFBLHJNO_00115	CDS	1695	ptsG_1	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
FFBLHJNO_00116	CDS	690				hypothetical protein
FFBLHJNO_00117	CDS	1281		3.4.24.-	COG0750	Putative zinc metalloprotease
FFBLHJNO_00118	CDS	906				hypothetical protein
FFBLHJNO_00119	CDS	693	uppS	2.5.1.31		Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
FFBLHJNO_00120	CDS	555	frr		COG0233	Ribosome-recycling factor
FFBLHJNO_00121	CDS	837	tsf		COG0264	Elongation factor Ts
FFBLHJNO_00122	CDS	765	rpsB		COG0052	30S ribosomal protein S2
FFBLHJNO_00123	CDS	612	yhdE		COG0424	Maf-like protein YhdE
FFBLHJNO_00124	CDS	279				hypothetical protein
FFBLHJNO_00125	CDS	771				hypothetical protein
FFBLHJNO_00126	CDS	603				hypothetical protein
FFBLHJNO_00127	CDS	1662	rpsA		COG0539	30S ribosomal protein S1
FFBLHJNO_00128	CDS	657	cmk_1	2.7.4.25	COG0283	Cytidylate kinase
FFBLHJNO_00129	CDS	744	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
FFBLHJNO_00130	CDS	774				hypothetical protein
FFBLHJNO_00131	CDS	1092	recA		COG0468	Protein RecA
FFBLHJNO_00132	CDS	2703	greA			Transcription elongation factor GreA
FFBLHJNO_00133	CDS	945				hypothetical protein
FFBLHJNO_00134	CDS	1146				hypothetical protein
FFBLHJNO_00135	CDS	1371	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
FFBLHJNO_00136	CDS	1878	spoVD		COG0768	Stage V sporulation protein D
FFBLHJNO_00137	CDS	1893		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
FFBLHJNO_00138	CDS	294				hypothetical protein
FFBLHJNO_00139	CDS	3174	swrC		COG0841	Swarming motility protein SwrC
FFBLHJNO_00140	CDS	978	mdtA			Multidrug resistance protein MdtA
FFBLHJNO_00141	CDS	1281				hypothetical protein
FFBLHJNO_00142	CDS	219				hypothetical protein
FFBLHJNO_00143	CDS	897				hypothetical protein
FFBLHJNO_00144	CDS	900				hypothetical protein
FFBLHJNO_00145	CDS	1119	btuD_1	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
FFBLHJNO_00146	CDS	1005	fla		COG1344	Flagellar filament 41 kDa core protein
FFBLHJNO_00147	CDS	2001				hypothetical protein
FFBLHJNO_00148	CDS	1206	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
FFBLHJNO_00149	CDS	804	nagB_1	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
FFBLHJNO_00150	CDS	684	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
FFBLHJNO_00151	CDS	2697	secA		COG0653	Protein translocase subunit SecA
FFBLHJNO_00152	CDS	1095				hypothetical protein
FFBLHJNO_00153	CDS	426				hypothetical protein
FFBLHJNO_00154	CDS	417				hypothetical protein
FFBLHJNO_00155	CDS	1101	alr1	5.1.1.1	COG0787	Alanine racemase 1
FFBLHJNO_00156	CDS	1596				hypothetical protein
FFBLHJNO_00157	CDS	168				hypothetical protein
FFBLHJNO_00158	CDS	1749				hypothetical protein
FFBLHJNO_00159	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
FFBLHJNO_00160	CDS	1851				hypothetical protein
FFBLHJNO_00161	CDS	1482	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
FFBLHJNO_00162	CDS	1158				hypothetical protein
FFBLHJNO_00163	CDS	384	dksA			RNA polymerase-binding transcription factor DksA
FFBLHJNO_00164	CDS	222	infA		COG0361	Translation initiation factor IF-1
FFBLHJNO_00165	CDS	2046				hypothetical protein
FFBLHJNO_00166	CDS	588				hypothetical protein
FFBLHJNO_00167	CDS	990				hypothetical protein
FFBLHJNO_00168	CDS	1002				hypothetical protein
FFBLHJNO_00169	CDS	903				hypothetical protein
FFBLHJNO_00170	CDS	882				hypothetical protein
FFBLHJNO_00171	CDS	993				hypothetical protein
FFBLHJNO_00172	CDS	624	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
FFBLHJNO_00173	CDS	1863	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
FFBLHJNO_00174	CDS	1395	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
FFBLHJNO_00175	CDS	495				hypothetical protein
FFBLHJNO_00176	CDS	1884	flgK		COG1256	Flagellar hook-associated protein 1
FFBLHJNO_00177	CDS	1275				hypothetical protein
FFBLHJNO_00178	CDS	393	fliW		COG1699	Flagellar assembly factor FliW
FFBLHJNO_00179	CDS	237	csrA			Carbon storage regulator
FFBLHJNO_00180	CDS	663				hypothetical protein
FFBLHJNO_00181	CDS	429	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
FFBLHJNO_00182	CDS	345				hypothetical protein
FFBLHJNO_00183	CDS	348	rplT		COG0292	50S ribosomal protein L20
FFBLHJNO_00184	CDS	198	rpmI		COG0291	50S ribosomal protein L35
FFBLHJNO_00185	CDS	561	infC		COG0290	Translation initiation factor IF-3
FFBLHJNO_00186	CDS	663				hypothetical protein
FFBLHJNO_00187	CDS	747				hypothetical protein
FFBLHJNO_00188	CDS	798	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
FFBLHJNO_00189	CDS	1143	bepA	3.4.-.-		Beta-barrel assembly-enhancing protease
FFBLHJNO_00190	CDS	1074	prfA		COG0216	Peptide chain release factor RF1
FFBLHJNO_00191	CDS	834	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
FFBLHJNO_00192	CDS	2004				hypothetical protein
FFBLHJNO_00193	CDS	2244				hypothetical protein
FFBLHJNO_00194	CDS	1095	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
FFBLHJNO_00195	CDS	1521	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
FFBLHJNO_00196	tRNA	73				tRNA-Cys(gca)
FFBLHJNO_00197	CDS	1242				hypothetical protein
FFBLHJNO_00198	CDS	933	hflK		COG0330	Modulator of FtsH protease HflK
FFBLHJNO_00199	CDS	972	hflC		COG0330	Modulator of FtsH protease HflC
FFBLHJNO_00200	tRNA	73				tRNA-Phe(gaa)
FFBLHJNO_00201	CDS	1545				hypothetical protein
FFBLHJNO_00202	CDS	546	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
FFBLHJNO_00203	CDS	831	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
FFBLHJNO_00204	CDS	1686				hypothetical protein
FFBLHJNO_00205	CDS	681				hypothetical protein
FFBLHJNO_00206	CDS	147				hypothetical protein
FFBLHJNO_00207	CDS	327				hypothetical protein
FFBLHJNO_00208	CDS	435				hypothetical protein
FFBLHJNO_00209	CDS	2358	lapB_1			Lipopolysaccharide assembly protein B
FFBLHJNO_00210	CDS	1839	mutL			DNA mismatch repair protein MutL
FFBLHJNO_00211	CDS	1041				hypothetical protein
FFBLHJNO_00212	tRNA	74				tRNA-Met(cat)
FFBLHJNO_00213	CDS	594				hypothetical protein
FFBLHJNO_00214	CDS	579	efp		COG0231	Elongation factor P
FFBLHJNO_00215	CDS	852	pstS		COG0226	Phosphate-binding protein PstS
FFBLHJNO_00216	CDS	909				hypothetical protein
FFBLHJNO_00217	CDS	1542				hypothetical protein
FFBLHJNO_00218	CDS	765	pstB3	3.6.3.27	COG1117	Phosphate import ATP-binding protein PstB 3
FFBLHJNO_00219	CDS	822	zupT		COG0428	Zinc transporter ZupT
FFBLHJNO_00220	CDS	1782				hypothetical protein
FFBLHJNO_00221	CDS	1212	fliG_1		COG1536	Flagellar motor switch protein FliG
FFBLHJNO_00222	CDS	702	nagB_2	3.5.99.6		Glucosamine-6-phosphate deaminase
FFBLHJNO_00223	CDS	693				hypothetical protein
FFBLHJNO_00224	CDS	1008	dus_1	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
FFBLHJNO_00225	CDS	1275	serS	6.1.1.11	COG0172	Serine--tRNA ligase
FFBLHJNO_00226	CDS	717				hypothetical protein
FFBLHJNO_00227	CDS	2919				hypothetical protein
FFBLHJNO_00228	CDS	249	rpmE2		COG0254	50S ribosomal protein L31 type B
FFBLHJNO_00229	CDS	1545	rho	3.6.4.-	COG1158	Transcription termination factor Rho
FFBLHJNO_00230	CDS	408				hypothetical protein
FFBLHJNO_00231	CDS	327	hup		COG0776	DNA-binding protein HU
FFBLHJNO_00232	CDS	258	rpsT		COG0268	30S ribosomal protein S20
FFBLHJNO_00233	CDS	822				hypothetical protein
FFBLHJNO_00234	CDS	1107	ychF		COG0012	Ribosome-binding ATPase YchF
FFBLHJNO_00235	CDS	2064				hypothetical protein
FFBLHJNO_00236	CDS	1554	lnt	2.3.1.-		Apolipoprotein N-acyltransferase
FFBLHJNO_00237	CDS	765				hypothetical protein
FFBLHJNO_00238	CDS	606	dck	2.7.1.74	COG1428	Deoxyadenosine/deoxycytidine kinase
FFBLHJNO_00239	CDS	417				hypothetical protein
FFBLHJNO_00240	CDS	762	pduF		COG0580	Propanediol diffusion facilitator
FFBLHJNO_00241	CDS	1500	glpK	2.7.1.30		Glycerol kinase
FFBLHJNO_00242	CDS	1365	glpT		COG2271	Glycerol-3-phosphate transporter
FFBLHJNO_00243	CDS	1017	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
FFBLHJNO_00244	CDS	1563	glpD2	1.1.5.3	COG0578	Glycerol-3-phosphate dehydrogenase 2
FFBLHJNO_00245	CDS	495				hypothetical protein
FFBLHJNO_00246	CDS	543				hypothetical protein
FFBLHJNO_00247	CDS	1026				hypothetical protein
FFBLHJNO_00248	CDS	600		3.6.1.66		dITP/XTP pyrophosphatase
FFBLHJNO_00249	CDS	1770	pepF1	3.4.24.-		Oligoendopeptidase F, plasmid
FFBLHJNO_00250	CDS	708	pcs	2.7.8.24	COG1183	Phosphatidylcholine synthase
FFBLHJNO_00251	CDS	609			COG0586	Inner membrane protein
FFBLHJNO_00252	tRNA	84				tRNA-Leu(gag)
FFBLHJNO_00253	CDS	2529	leuS	6.1.1.4		Leucine--tRNA ligase
FFBLHJNO_00254	CDS	2286				hypothetical protein
FFBLHJNO_00255	CDS	2421	lon1_1	3.4.21.53	COG0466	Lon protease 1
FFBLHJNO_00256	CDS	717				hypothetical protein
FFBLHJNO_00257	CDS	2115				hypothetical protein
FFBLHJNO_00258	CDS	939				hypothetical protein
FFBLHJNO_00259	CDS	210	rpsU			30S ribosomal protein S21
FFBLHJNO_00260	CDS	2301				hypothetical protein
FFBLHJNO_00261	CDS	795	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
FFBLHJNO_00262	CDS	2184	mltC			Membrane-bound lytic murein transglycosylase C
FFBLHJNO_00263	CDS	1194				hypothetical protein
FFBLHJNO_00264	CDS	1371	lapB_2			Lipopolysaccharide assembly protein B
FFBLHJNO_00265	CDS	1254				hypothetical protein
FFBLHJNO_00266	CDS	504	spsB	3.4.21.89	COG0681	Signal peptidase IB
FFBLHJNO_00267	CDS	1509	dnaK_1		COG0443	Chaperone protein DnaK
FFBLHJNO_00268	CDS	498				hypothetical protein
FFBLHJNO_00269	CDS	312				hypothetical protein
FFBLHJNO_00270	CDS	1899				hypothetical protein
FFBLHJNO_00271	CDS	486				hypothetical protein
FFBLHJNO_00272	CDS	891	ylxH		COG0455	Flagellum site-determining protein YlxH
FFBLHJNO_00273	CDS	1167	flhF		COG1419	Flagellar biosynthesis protein FlhF
FFBLHJNO_00274	CDS	2088	flhA		COG1298	Flagellar biosynthesis protein FlhA
FFBLHJNO_00275	CDS	1122	flhB		COG1377	Flagellar biosynthetic protein FlhB
FFBLHJNO_00276	CDS	789				hypothetical protein
FFBLHJNO_00277	CDS	264				hypothetical protein
FFBLHJNO_00278	CDS	765	fliP		COG1338	Flagellar biosynthetic protein FliP
FFBLHJNO_00279	CDS	645				hypothetical protein
FFBLHJNO_00280	CDS	345				hypothetical protein
FFBLHJNO_00281	CDS	1059	fliM		COG1868	Flagellar motor switch protein FliM
FFBLHJNO_00282	CDS	534				hypothetical protein
FFBLHJNO_00283	CDS	786				hypothetical protein
FFBLHJNO_00284	CDS	786	pomA		COG1291	Chemotaxis protein PomA
FFBLHJNO_00285	CDS	222	swrD		COG1582	Swarming motility protein SwrD
FFBLHJNO_00286	CDS	1326	flgE		COG1749	Flagellar hook protein FlgE
FFBLHJNO_00287	CDS	435				hypothetical protein
FFBLHJNO_00288	CDS	1170				hypothetical protein
FFBLHJNO_00289	CDS	615				hypothetical protein
FFBLHJNO_00290	CDS	429				hypothetical protein
FFBLHJNO_00291	CDS	1308	yscN	3.6.3.14		putative ATP synthase YscN
FFBLHJNO_00292	CDS	921				hypothetical protein
FFBLHJNO_00293	CDS	1035	fliG_2		COG1536	Flagellar motor switch protein FliG
FFBLHJNO_00294	CDS	1707	fliF		COG1766	Flagellar M-ring protein
FFBLHJNO_00295	CDS	330	fliE			Flagellar hook-basal body complex protein FliE
FFBLHJNO_00296	CDS	459	flgC		COG1558	Flagellar basal-body rod protein FlgC
FFBLHJNO_00297	CDS	408	flgB		COG1815	Flagellar basal body rod protein FlgB
FFBLHJNO_00298	CDS	1353	clpY		COG1220	ATP-dependent protease ATPase subunit ClpY
FFBLHJNO_00299	CDS	543	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
FFBLHJNO_00300	CDS	945				hypothetical protein
FFBLHJNO_00301	CDS	666				hypothetical protein
FFBLHJNO_00302	CDS	1221	ftsZ		COG0206	Cell division protein FtsZ
FFBLHJNO_00303	CDS	1242	ftsA		COG0849	Cell division protein FtsA
FFBLHJNO_00304	CDS	744	divIB			Cell division protein DivIB
FFBLHJNO_00305	CDS	1095	ftsW_1	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
FFBLHJNO_00306	CDS	1056	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
FFBLHJNO_00307	CDS	1392	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
FFBLHJNO_00308	CDS	282	ftsL			Cell division protein FtsL
FFBLHJNO_00309	CDS	894	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
FFBLHJNO_00310	CDS	831				hypothetical protein
FFBLHJNO_00311	CDS	1068				hypothetical protein
FFBLHJNO_00312	CDS	759				hypothetical protein
FFBLHJNO_00313	CDS	1665	recN		COG0497	DNA repair protein RecN
FFBLHJNO_00314	CDS	837	nadK	2.7.1.23		NAD kinase
FFBLHJNO_00315	CDS	525	cheW_1		COG0835	Chemotaxis protein CheW
FFBLHJNO_00316	CDS	594	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
FFBLHJNO_00317	CDS	1047				hypothetical protein
FFBLHJNO_00318	CDS	675				hypothetical protein
FFBLHJNO_00319	CDS	807				hypothetical protein
FFBLHJNO_00320	CDS	933				hypothetical protein
FFBLHJNO_00321	CDS	1458	mglA	3.6.3.17	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
FFBLHJNO_00322	CDS	1101			COG1744	Membrane lipoprotein TpN38(b)
FFBLHJNO_00323	CDS	1086				hypothetical protein
FFBLHJNO_00324	CDS	120				hypothetical protein
FFBLHJNO_00325	CDS	1122				hypothetical protein
FFBLHJNO_00326	CDS	375				hypothetical protein
FFBLHJNO_00327	CDS	1116				hypothetical protein
FFBLHJNO_00328	CDS	2862				hypothetical protein
FFBLHJNO_00329	CDS	894				hypothetical protein
FFBLHJNO_00330	CDS	1596	oppA_1		COG4166	Periplasmic oligopeptide-binding protein
FFBLHJNO_00331	CDS	1587	oppA_2		COG4166	Periplasmic oligopeptide-binding protein
FFBLHJNO_00332	CDS	921	oppB		COG0601	Oligopeptide transport system permease protein OppB
FFBLHJNO_00333	CDS	1053				hypothetical protein
FFBLHJNO_00334	CDS	873	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
FFBLHJNO_00335	CDS	990	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
FFBLHJNO_00336	CDS	756				hypothetical protein
FFBLHJNO_00337	CDS	1302	eno	4.2.1.11		Enolase
FFBLHJNO_00338	CDS	411	rpsI		COG0103	30S ribosomal protein S9
FFBLHJNO_00339	CDS	450	rplM		COG0102	50S ribosomal protein L13
FFBLHJNO_00340	CDS	786				hypothetical protein
FFBLHJNO_00341	CDS	1458	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
FFBLHJNO_00342	CDS	1446	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
FFBLHJNO_00343	CDS	285				hypothetical protein
FFBLHJNO_00344	CDS	2094	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
FFBLHJNO_00345	CDS	1203				hypothetical protein
FFBLHJNO_00346	CDS	657				hypothetical protein
FFBLHJNO_00347	CDS	1410				hypothetical protein
FFBLHJNO_00348	CDS	1434	pyk	2.7.1.40		Pyruvate kinase
FFBLHJNO_00349	CDS	657				hypothetical protein
FFBLHJNO_00350	CDS	279	rpmB			50S ribosomal protein L28
FFBLHJNO_00351	CDS	1641				hypothetical protein
FFBLHJNO_00352	CDS	1134				hypothetical protein
FFBLHJNO_00353	CDS	1794				hypothetical protein
FFBLHJNO_00354	CDS	942				hypothetical protein
FFBLHJNO_00355	CDS	486	carD		COG1329	RNA polymerase-binding transcription factor CarD
FFBLHJNO_00356	CDS	594				hypothetical protein
FFBLHJNO_00357	CDS	729				hypothetical protein
FFBLHJNO_00358	CDS	1431				hypothetical protein
FFBLHJNO_00359	CDS	225				hypothetical protein
FFBLHJNO_00360	CDS	1134				Iron-sulfur cluster carrier protein
FFBLHJNO_00361	CDS	960	lgt	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
FFBLHJNO_00362	CDS	1992	pdeA	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeA
FFBLHJNO_00363	CDS	1377	apeA	3.4.11.-	COG1362	putative M18 family aminopeptidase 1
FFBLHJNO_00364	CDS	276				hypothetical protein
FFBLHJNO_00365	CDS	1053				hypothetical protein
FFBLHJNO_00366	CDS	2235	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
FFBLHJNO_00367	CDS	1221	tyrS	6.1.1.1		Tyrosine--tRNA ligase
FFBLHJNO_00368	CDS	1338	glyQS	6.1.1.14		Glycine--tRNA ligase
FFBLHJNO_00369	CDS	1479	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
FFBLHJNO_00370	CDS	780				hypothetical protein
FFBLHJNO_00371	CDS	1140	PdeB	3.1.4.-	COG2206	Cyclic di-GMP phosphodiesterase PdeB
FFBLHJNO_00372	CDS	714	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
FFBLHJNO_00373	CDS	1170	metK	2.5.1.6		S-adenosylmethionine synthase
FFBLHJNO_00374	CDS	474	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
FFBLHJNO_00375	CDS	420	hit		COG0537	Protein hit
